SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT,SAMPLE_ID_ÉCHANTILLON
"BC08NL0005","2024-05-22 06:36","","7.81000000","0.1","","1965","PH","PH","PH","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.00230000","0.002","","2010","MG/L","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORUS TOTAL DISSOUS","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.03410000","0.0005","","15406","MG/L","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","<","0.00200000","0.002","","107963","µG/L","PLATINUM DISSOLVED","PLATINE DISSOUS","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","<","0.00200000","0.002","","107927","µG/L","PLATINUM TOTAL","PLATINE TOTAL","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","<","2.00000000","2","","1980","MG/L","POTASSIUM DISSOLVED/FILTERED","POTASSIUM DISSOUS/FILTRÉ","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","13.80000000","1","","1961","MG/L","RESIDUE NONFILTERABLE","RÉSIDUS NON-FILTRABLES","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.43000000","0.01","","107964","µG/L","RUBIDIUM DISSOLVED","RUBIDIUM DISSOUS","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.88000000","0.01","","107928","µG/L","RUBIDIUM TOTAL","RUBIDIUM TOTAL","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.09000000","0.02","","107966","µG/L","SELENIUM DISSOLVED","SÉLÉNIUM DISSOUS","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.11000000","0.01","","107930","µG/L","SELENIUM TOTAL","SÉLÉNIUM TOTAL","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.00100000","0.001","","107940","µG/L","SILVER DISSOLVED","ARGENT DISSOUS","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.00400000","0.001","","107904","µG/L","SILVER TOTAL","ARGENT TOTAL","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","2.61000000","2","","1981","MG/L","SODIUM DISSOLVED/FILTERED","SODIUM DISSOUS/FILTRÉ","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","98.30000000","2","","2","µS/CM","SPECIFIC CONDUCTANCE","CONDUCTANCE SPÉCIFIQUE","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","69.60000000","0.03","","107968","µG/L","STRONTIUM DISSOLVED","STRONTIUM DISSOUS","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","73.90000000","0.03","","107932","µG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","6.40000000","0.3","","1972","MG/L","SULPHATE","SULFATES","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","8.70000000","-50","","97060","DEG C","TEMPERATURE (AIR)","TEMPÉRATURE (AIR)","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","8.40000000","0.1","","2055","DEG C","TEMPERATURE WATER (FIELD)","TEMPÉRATURE DE L'EAU (TERRAIN)","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","<","0.00300000","0.003","","107970","µG/L","THALLIUM DISSOLVED","THALLIUM DISSOUS","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.00700000","0.003","","107934","µG/L","THALLIUM TOTAL","THALLIUM TOTAL","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","<","0.01000000","0.01","","107967","µG/L","TIN DISSOLVED","ÉTAIN DISSOUS","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","<","0.01000000","0.01","","107931","µG/L","TIN TOTAL","ÉTAIN TOTAL","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.75000000","0.05","","107969","µG/L","TITANIUM DISSOLVED","TITANE DISSOUS","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","17.50000000","0.05","","107933","µG/L","TITANIUM TOTAL","TITANE TOTAL","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.01550000","0.003","","1971","MG/L","TOTAL NITRATE","NITRATES TOTAUX","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.00500000","0.003","","107973","µG/L","TUNGSTEN DISSOLVED","TUNGSTÈNE DISSOUS","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.00900000","0.003","","107937","µG/L","TUNGSTEN TOTAL","TUNGSTÈNE TOTAL","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","4.22000000","0.1","","157","NTU","TURBIDITY","TURBIDITÉ","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.25100000","0.001","","107971","µG/L","URANIUM DISSOLVED","URANIUM DISSOUS","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.28900000","0.001","","107935","µG/L","URANIUM TOTAL","URANIUM TOTAL","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.43000000","0.01","","107972","µG/L","VANADIUM DISSOLVED","VANADIUM DISSOUS","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","1.57000000","0.01","","107936","µG/L","VANADIUM TOTAL","VANADIUM TOTAL","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.13800000","0.001","","107974","µG/L","YTTRIUM DISSOLVED","YTTRIUM DISSOUS","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","0.40000000","0.001","","107938","µG/L","YTTRIUM TOTAL","YTTRIUM TOTAL","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","<","0.20000000","0.2","","107975","µG/L","ZINC DISSOLVED","ZINC DISSOUS","P","24PY000522"
"BC08NL0005","2024-05-22 06:36","","1.70000000","0.2","","107939","µG/L","ZINC TOTAL","ZINC TOTAL","P","24PY000522"
"BC08NL0005","2024-06-05 06:32","","37.50000000","0.5","","107941","µG/L","ALUMINUM DISSOLVED","ALUMINIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","382.00000000","0.9","","107905","µG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.04200000","0.004","","107965","µG/L","ANTIMONY DISSOLVED","ANTIMOINE DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.04200000","0.004","","107929","µG/L","ANTIMONY TOTAL","ANTIMOINE TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.43000000","0.01","","107942","µG/L","ARSENIC DISSOLVED","ARSENIC DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.76000000","0.01","","107906","µG/L","ARSENIC TOTAL","ARSENIC TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","17.00000000","0.02","","107944","µG/L","BARIUM DISSOLVED","BARYUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","20.70000000","0.02","","107908","µG/L","BARIUM TOTAL","BARYUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","<","0.01000000","0.01","","107945","µG/L","BERYLLIUM DISSOLVED","BÉRYLLIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.01000000","0.01","","107909","µG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.00100000","0.001","","107946","µG/L","BISMUTH DISSOLVED","BISMUTH DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.00500000","0.001","","107910","µG/L","BISMUTH TOTAL","BISMUTH TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","2.80000000","0.2","","107943","µG/L","BORON DISSOLVED","BORE DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","2.80000000","0.2","","107907","µG/L","BORON TOTAL","BORE TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.00400000","0.002","","107947","µG/L","CADMIUM DISSOLVED","CADMIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.01000000","0.002","","107911","µG/L","CADMIUM TOTAL","CADMIUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","12.40000000","0.05","","1978","MG/L","CALCIUM DISSOLVED","CALCIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","4.16000000","0.5","","106008","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.06300000","0.001","","107948","µG/L","CERIUM DISSOLVED","CÉRIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.37000000","0.001","","107912","µG/L","CERIUM TOTAL","CÉRIUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.00400000","0.001","","107951","µG/L","CESIUM DISSOLVED","CÉSIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.04300000","0.001","","107915","µG/L","CESIUM TOTAL","CÉSIUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","1.27000000","0.5","","1958","MG/L","CHLORIDE","CHLORURES","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.15000000","0.01","","107950","µG/L","CHROMIUM DISSOLVED","CHROME DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.50000000","0.01","","107914","µG/L","CHROMIUM TOTAL","CHROME TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.08400000","0.002","","107949","µG/L","COBALT DISSOLVED","COBALT DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.28300000","0.002","","107913","µG/L","COBALT TOTAL","COBALT TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","18.50000000","5","","1963","CTU","COLOUR TRUE","COULEUR VRAIE","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.86000000","0.03","","107952","µG/L","COPPER DISSOLVED","CUIVRE DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","1.61000000","0.03","","107916","µG/L","COPPER TOTAL","CUIVRE TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","<","0.00500000","0.005","","107368","MG/L","CYANIDE TOTAL","CYANURE TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","<","0.00500000","0.005","","107369","MG/L","CYANIDE WEAK ACID DISSOCIABLE","CYANURE DISSOCIABLE PAR DES ACIDES FAIBLES","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","22.00000000","1","","1977","CFU/100ML","FECAL COLIFORMS","COLIFORMES FÉCAUX","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.03000000","0.02","","1962","MG/L","FLUORIDE TOTAL","FLUORURE TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.00800000","0.001","","107954","µG/L","GALLIUM DISSOLVED","GALLIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.10700000","0.001","","107918","µG/L","GALLIUM TOTAL","GALLIUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","40.10000000","0.5","","1964","MG/L","HARDNESS TOTAL","DURETÉ TOTALE","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","29.20000000","0.5","","107953","µG/L","IRON DISSOLVED","FER DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","447.00000000","0.5","","107917","µG/L","IRON TOTAL","FER TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.07300000","0.001","","107955","µG/L","LANTHANUM DISSOLVED","LANTHANE DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.24100000","0.001","","107919","µG/L","LANTHANUM TOTAL","LANTHANE TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.05000000","0.01","","107961","µG/L","LEAD DISSOLVED","PLOMB DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.18000000","0.01","","107925","µG/L","LEAD TOTAL","PLOMB TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.55000000","0.03","","107956","µG/L","LITHIUM DISSOLVED","LITHIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.77000000","0.03","","107920","µG/L","LITHIUM TOTAL","LITHIUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","2.22000000","0.1","","1979","MG/L","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","2.35000000","0.02","","107957","µG/L","MANGANESE DISSOLVED","MANGANÈSE DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","14.70000000","0.02","","107921","µG/L","MANGANESE TOTAL","MANGANÈSE TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.89300000","0.006","","107958","µG/L","MOLYBDENUM DISSOLVED","MOLYBDÈNE DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.87700000","0.006","","107922","µG/L","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.12000000","0.01","","107960","µG/L","NICKEL DISSOLVED","NICKEL DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.51000000","0.01","","107924","µG/L","NICKEL TOTAL","NICKEL TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.00100000","0.001","","107959","µG/L","NIOBIUM DISSOLVED","NIOBIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.01500000","0.001","","107923","µG/L","NIOBIUM TOTAL","NIOBIUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.01320000","0.0032","","2233","MG/L","NITRATE AND NITRITE (AS N)","NITRATES ET NITRITES (EN TANT QUE N)","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","<","0.00100000","0.001","","1970","MG/L","NITROGEN NITRITE","AZOTE NITRITES","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.09800000","0.03","","1968","MG/L","NITROGEN TOTAL DISSOLVED","AZOTE TOTAL DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.13400000","0.03","","1967","MG/L","NITROGEN TOTAL","AZOTE TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","10.70000000","0.01","","8102","MG/L","OXYGEN DISSOLVED","OXYGÈNE DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","<","0.00200000","0.002","","107962","µG/L","PALLADIUM DISSOLVED","PALLADIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","<","0.00200000","0.002","","107926","µG/L","PALLADIUM TOTAL","PALLADIUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","7.85000000","0.1","","1965","PH","PH","PH","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.00220000","0.002","","2010","MG/L","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORUS TOTAL DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.01690000","0.0005","","15406","MG/L","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","<","0.00200000","0.002","","107963","µG/L","PLATINUM DISSOLVED","PLATINE DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","<","0.00200000","0.002","","107927","µG/L","PLATINUM TOTAL","PLATINE TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","<","2.00000000","2","","1980","MG/L","POTASSIUM DISSOLVED/FILTERED","POTASSIUM DISSOUS/FILTRÉ","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","11.70000000","1","","1961","MG/L","RESIDUE NONFILTERABLE","RÉSIDUS NON-FILTRABLES","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.43000000","0.01","","107964","µG/L","RUBIDIUM DISSOLVED","RUBIDIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.72000000","0.01","","107928","µG/L","RUBIDIUM TOTAL","RUBIDIUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.10000000","0.02","","107966","µG/L","SELENIUM DISSOLVED","SÉLÉNIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.10000000","0.01","","107930","µG/L","SELENIUM TOTAL","SÉLÉNIUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.00200000","0.001","","107940","µG/L","SILVER DISSOLVED","ARGENT DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.00500000","0.001","","107904","µG/L","SILVER TOTAL","ARGENT TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","2.52000000","2","","1981","MG/L","SODIUM DISSOLVED/FILTERED","SODIUM DISSOUS/FILTRÉ","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","93.60000000","2","","2","µS/CM","SPECIFIC CONDUCTANCE","CONDUCTANCE SPÉCIFIQUE","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","68.80000000","0.03","","107968","µG/L","STRONTIUM DISSOLVED","STRONTIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","70.60000000","0.03","","107932","µG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","6.42000000","0.3","","1972","MG/L","SULPHATE","SULFATES","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","9.90000000","-50","","97060","DEG C","TEMPERATURE (AIR)","TEMPÉRATURE (AIR)","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","9.70000000","0.1","","2055","DEG C","TEMPERATURE WATER (FIELD)","TEMPÉRATURE DE L'EAU (TERRAIN)","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.01500000","0.003","","107970","µG/L","THALLIUM DISSOLVED","THALLIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.01700000","0.003","","107934","µG/L","THALLIUM TOTAL","THALLIUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","<","0.01000000","0.01","","107967","µG/L","TIN DISSOLVED","ÉTAIN DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","<","0.01000000","0.01","","107931","µG/L","TIN TOTAL","ÉTAIN TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.81000000","0.05","","107969","µG/L","TITANIUM DISSOLVED","TITANE DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","14.70000000","0.05","","107933","µG/L","TITANIUM TOTAL","TITANE TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.01320000","0.003","","1971","MG/L","TOTAL NITRATE","NITRATES TOTAUX","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.00800000","0.003","","107973","µG/L","TUNGSTEN DISSOLVED","TUNGSTÈNE DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.01000000","0.003","","107937","µG/L","TUNGSTEN TOTAL","TUNGSTÈNE TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","3.00000000","0.1","","157","NTU","TURBIDITY","TURBIDITÉ","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.19900000","0.001","","107971","µG/L","URANIUM DISSOLVED","URANIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.22000000","0.001","","107935","µG/L","URANIUM TOTAL","URANIUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.45000000","0.01","","107972","µG/L","VANADIUM DISSOLVED","VANADIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","1.32000000","0.01","","107936","µG/L","VANADIUM TOTAL","VANADIUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.12500000","0.001","","107974","µG/L","YTTRIUM DISSOLVED","YTTRIUM DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","0.28900000","0.001","","107938","µG/L","YTTRIUM TOTAL","YTTRIUM TOTAL","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","<","0.20000000","0.2","","107975","µG/L","ZINC DISSOLVED","ZINC DISSOUS","P","24PY000564"
"BC08NL0005","2024-06-05 06:32","","1.40000000","0.2","","107939","µG/L","ZINC TOTAL","ZINC TOTAL","P","24PY000564"
"BC08NL0005","2024-06-19 06:37","","20.50000000","0.5","","107941","µG/L","ALUMINUM DISSOLVED","ALUMINIUM DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","105.00000000","0.9","","107905","µG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.03800000","0.004","","107965","µG/L","ANTIMONY DISSOLVED","ANTIMOINE DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.03900000","0.004","","107929","µG/L","ANTIMONY TOTAL","ANTIMOINE TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.46000000","0.01","","107942","µG/L","ARSENIC DISSOLVED","ARSENIC DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.62000000","0.01","","107906","µG/L","ARSENIC TOTAL","ARSENIC TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","19.20000000","0.02","","107944","µG/L","BARIUM DISSOLVED","BARYUM DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","20.20000000","0.02","","107908","µG/L","BARIUM TOTAL","BARYUM TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","<","0.01000000","0.01","","107945","µG/L","BERYLLIUM DISSOLVED","BÉRYLLIUM DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","<","0.01000000","0.01","","107909","µG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","<","0.00100000","0.001","","107946","µG/L","BISMUTH DISSOLVED","BISMUTH DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.00100000","0.001","","107910","µG/L","BISMUTH TOTAL","BISMUTH TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.40000000","0.2","","107943","µG/L","BORON DISSOLVED","BORE DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.30000000","0.2","","107907","µG/L","BORON TOTAL","BORE TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.00400000","0.002","","107947","µG/L","CADMIUM DISSOLVED","CADMIUM DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.00500000","0.002","","107911","µG/L","CADMIUM TOTAL","CADMIUM TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","13.60000000","0.05","","1978","MG/L","CALCIUM DISSOLVED","CALCIUM DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","3.16000000","0.5","","106008","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.04600000","0.001","","107948","µG/L","CERIUM DISSOLVED","CÉRIUM DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.13600000","0.001","","107912","µG/L","CERIUM TOTAL","CÉRIUM TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.00500000","0.001","","107951","µG/L","CESIUM DISSOLVED","CÉSIUM DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.01500000","0.001","","107915","µG/L","CESIUM TOTAL","CÉSIUM TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","1.36000000","0.5","","1958","MG/L","CHLORIDE","CHLORURES","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.11000000","0.01","","107950","µG/L","CHROMIUM DISSOLVED","CHROME DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.19000000","0.01","","107914","µG/L","CHROMIUM TOTAL","CHROME TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.05600000","0.002","","107949","µG/L","COBALT DISSOLVED","COBALT DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.10200000","0.002","","107913","µG/L","COBALT TOTAL","COBALT TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","16.10000000","5","","1963","CTU","COLOUR TRUE","COULEUR VRAIE","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.91000000","0.03","","107952","µG/L","COPPER DISSOLVED","CUIVRE DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.97000000","0.03","","107916","µG/L","COPPER TOTAL","CUIVRE TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","<","0.00500000","0.005","","107368","MG/L","CYANIDE TOTAL","CYANURE TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","<","0.00500000","0.005","","107369","MG/L","CYANIDE WEAK ACID DISSOCIABLE","CYANURE DISSOCIABLE PAR DES ACIDES FAIBLES","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","11.00000000","1","","1977","CFU/100ML","FECAL COLIFORMS","COLIFORMES FÉCAUX","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.04400000","0.02","","1962","MG/L","FLUORIDE TOTAL","FLUORURE TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.00400000","0.001","","107954","µG/L","GALLIUM DISSOLVED","GALLIUM DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.02700000","0.001","","107918","µG/L","GALLIUM TOTAL","GALLIUM TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","44.20000000","0.5","","1964","MG/L","HARDNESS TOTAL","DURETÉ TOTALE","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","23.40000000","0.5","","107953","µG/L","IRON DISSOLVED","FER DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","130.00000000","0.5","","107917","µG/L","IRON TOTAL","FER TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.05400000","0.001","","107955","µG/L","LANTHANUM DISSOLVED","LANTHANE DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.11300000","0.001","","107919","µG/L","LANTHANUM TOTAL","LANTHANE TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.02000000","0.01","","107961","µG/L","LEAD DISSOLVED","PLOMB DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.13000000","0.01","","107925","µG/L","LEAD TOTAL","PLOMB TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.65000000","0.03","","107956","µG/L","LITHIUM DISSOLVED","LITHIUM DISSOUS","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","0.70000000","0.03","","107920","µG/L","LITHIUM TOTAL","LITHIUM TOTAL","P","24PY000673"
"BC08NL0005","2024-06-19 06:37","","2.48000000","0.1","","1979","MG/L","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","P","24PY000673"
